order_id,order_date,region,product_category,product_subcategory,quantity,unit_price,discount,shipping_cost,customer_age_group,payment_method,revenue,profit,returned,high_profit
ORD00451,2022-01-16,East,Furniture,Sofas,4,563.67,0.16,14.09,26-35,Gift Card,1893.93,199.09,0,1
ORD00452,2023-10-01,South,Clothing,Shoes,6,146.78,0.03,0.12,36-45,Credit Card,854.26,135.31,0,1
ORD00453,2024-02-13,South,Clothing,Accessories,9,70.76,0.08,6.52,18-25,Cash,585.89,135.26,0,1
ORD00454,2023-09-02,West,Food & Beverage,Prepared Meals,1,27.8,0.2,10.51,46-55,PayPal,22.24,2.25,0,0
ORD00455,2024-04-26,South,Office Supplies,Storage,4,7.68,0.07,3.22,26-35,Gift Card,28.57,3.36,0,0
ORD00456,2022-03-06,West,Furniture,Tables,2,447.66,0.18,10.09,36-45,Debit Card,734.16,51.6,1,0
ORD00457,2024-05-17,West,Electronics,Tablets,6,337.46,0.15,4.25,46-55,Gift Card,1721.05,424.57,0,1
ORD00458,2023-06-16,South,Clothing,Pants,7,113.31,0.16,1.03,36-45,Debit Card,666.26,95.13,1,1
ORD00459,2023-08-28,East,Electronics,Tablets,9,300.21,0.26,13.73,36-45,Credit Card,1999.4,529.75,0,1
ORD00460,2024-03-25,South,Electronics,Accessories,2,522.69,0.07,10.58,46-55,Gift Card,972.2,152.54,0,1
ORD00461,2023-11-03,North,Electronics,Laptops,5,637.99,0.13,7.5,56+,Gift Card,2775.26,683.47,0,1
ORD00462,2022-07-27,South,Clothing,Pants,6,80.37,0.02,7.37,36-45,Cash,472.58,133.16,0,1
ORD00463,2024-03-01,North,Furniture,Tables,6,403.45,0.08,2.39,18-25,PayPal,2227.04,200.69,0,1
ORD00464,2022-07-11,South,Food & Beverage,Beverages,5,37.59,0.22,12.4,46-55,Debit Card,146.6,23.68,0,0
ORD00465,2022-01-09,East,Office Supplies,Storage,8,112.91,0.08,11.14,46-55,Gift Card,831.02,57.47,0,1
ORD00466,2024-05-06,East,Office Supplies,Art Supplies,7,190.8,0.1,5.32,36-45,Gift Card,1202.04,212.05,1,1
ORD00467,2024-06-25,West,Clothing,Shirts,5,136.5,0.02,12.43,46-55,Cash,668.85,91.78,0,1
ORD00468,2024-04-01,South,Office Supplies,Art Supplies,7,168.39,0.26,11.23,46-55,Credit Card,872.26,139.39,0,1
ORD00469,2022-06-15,South,Furniture,Chairs,5,264.32,0.22,5.77,36-45,Gift Card,1030.85,177.66,0,1
ORD00470,2024-02-05,West,Office Supplies,Binders,5,145.15,0.22,7.72,26-35,Cash,566.09,51.14,0,0
ORD00471,2022-01-20,South,Clothing,Pants,3,43.82,0.11,1.58,46-55,Gift Card,117.0,12.35,0,0
ORD00472,2023-09-21,East,Office Supplies,Storage,7,16.26,0.12,3.51,46-55,PayPal,100.16,10.51,1,0
ORD00473,2023-09-30,South,Office Supplies,Binders,9,86.08,0.13,8.11,26-35,Gift Card,674.01,151.05,0,1
ORD00474,2022-06-27,West,Furniture,Chairs,2,216.7,0.16,8.63,56+,Credit Card,364.06,20.22,1,0
ORD00475,2023-12-22,North,Electronics,Phones,5,137.9,0.1,2.14,46-55,Debit Card,620.55,138.39,0,1
ORD00476,2023-02-10,South,Electronics,Laptops,1,559.17,0.23,14.27,18-25,Debit Card,430.56,105.11,0,1
ORD00477,2024-06-05,West,Office Supplies,Paper,3,114.33,0.19,10.33,56+,Gift Card,277.82,31.48,0,0
ORD00478,2024-01-19,West,Clothing,Shirts,8,115.37,0.14,13.11,18-25,Gift Card,793.75,80.06,0,1
ORD00479,2022-10-23,West,Electronics,Phones,7,388.47,0.06,12.82,56+,Cash,2556.13,691.79,0,1
ORD00480,2022-03-20,East,Electronics,Tablets,9,652.65,0.27,3.05,26-35,Credit Card,4287.91,286.19,0,1
ORD00481,2023-02-07,North,Food & Beverage,Beverages,9,37.41,0.25,8.18,26-35,Debit Card,252.52,74.6,0,1
ORD00482,2023-06-15,East,Office Supplies,Art Supplies,6,89.53,0.3,8.39,46-55,Credit Card,376.03,48.99,0,0
ORD00483,2022-12-29,East,Clothing,Accessories,8,19.62,0.11,6.96,56+,Debit Card,139.69,32.23,0,0
ORD00484,2024-01-03,South,Office Supplies,Paper,2,134.03,0.15,0.08,18-25,Credit Card,227.85,57.22,0,1
ORD00485,2023-07-22,West,Clothing,Accessories,9,91.34,0.13,8.22,56+,PayPal,715.19,128.93,0,1
ORD00486,2023-12-02,North,Electronics,Laptops,4,155.24,0.2,9.31,18-25,PayPal,496.77,117.02,0,1
ORD00487,2022-07-21,West,Office Supplies,Paper,6,151.25,0.27,11.38,56+,Credit Card,662.48,132.02,0,1
ORD00488,2024-07-08,South,Furniture,Cabinets,5,338.74,0.23,4.6,36-45,Credit Card,1304.15,200.5,0,1
ORD00489,2023-02-04,North,Office Supplies,Paper,8,66.2,0.07,3.22,26-35,Cash,492.53,76.94,1,1
ORD00490,2023-06-09,North,Furniture,Tables,1,363.26,0.04,6.66,46-55,Credit Card,348.73,56.74,1,1
ORD00491,2023-03-22,East,Furniture,Tables,6,333.95,0.19,11.22,56+,PayPal,1623.0,172.46,0,1
ORD00492,2024-05-03,East,Clothing,Pants,5,107.25,0.07,8.93,18-25,Gift Card,498.71,57.93,0,1
ORD00493,2024-04-22,East,Electronics,Phones,4,396.14,0.29,11.8,46-55,Debit Card,1125.04,273.85,0,1
ORD00494,2022-06-05,North,Office Supplies,Storage,8,11.07,0.08,0.51,36-45,Credit Card,81.48,21.98,0,0
ORD00495,2023-07-31,East,Clothing,Accessories,8,130.14,0.24,6.43,26-35,Cash,791.25,79.34,0,1
ORD00496,2024-02-01,West,Clothing,Pants,7,149.46,0.25,12.67,56+,PayPal,784.66,88.08,0,1
ORD00497,2022-03-11,North,Food & Beverage,Prepared Meals,4,45.25,0.28,12.02,26-35,Credit Card,130.32,28.48,0,0
ORD00498,2023-04-27,North,Office Supplies,Binders,1,192.43,0.27,12.74,46-55,Debit Card,140.47,21.28,0,0
ORD00499,2022-03-24,West,Office Supplies,Art Supplies,5,50.24,0.0,11.47,18-25,Credit Card,251.2,51.73,0,0
ORD00500,2022-02-10,North,Office Supplies,Storage,3,187.99,0.12,6.04,36-45,Cash,496.29,73.28,0,1
ORD00501,2023-10-23,North,Furniture,Chairs,3,282.11,0.21,5.84,26-35,PayPal,668.6,71.69,0,1
ORD00502,2024-08-17,West,Food & Beverage,Canned Goods,2,17.75,0.16,3.17,18-25,Credit Card,29.82,8.91,1,0
ORD00503,2023-11-03,North,Office Supplies,Paper,1,94.93,0.28,7.56,56+,Gift Card,68.35,19.64,0,0
ORD00504,2023-01-10,East,Clothing,Shirts,6,62.24,0.28,2.51,36-45,PayPal,268.88,47.08,0,0
ORD00505,2023-12-22,West,Electronics,Laptops,9,102.35,0.17,11.22,56+,Gift Card,764.55,193.1,0,1
ORD00506,2022-07-31,South,Clothing,Pants,6,73.72,0.2,12.56,26-35,Cash,353.86,32.71,0,0
ORD00507,2024-03-16,East,Office Supplies,Storage,7,38.43,0.14,6.82,26-35,Credit Card,231.35,51.23,1,0
ORD00508,2023-10-23,South,Clothing,Shoes,2,90.17,0.08,13.82,46-55,Cash,165.91,32.49,0,0
ORD00509,2023-01-02,West,Electronics,Accessories,6,576.98,0.02,3.46,36-45,Debit Card,3392.64,946.27,0,1
ORD00510,2022-09-12,West,Food & Beverage,Beverages,7,25.58,0.29,10.25,46-55,Credit Card,127.13,18.29,0,0
ORD00511,2024-07-03,South,Office Supplies,Paper,9,199.46,0.01,13.46,46-55,Cash,1777.19,365.49,1,1
ORD00512,2023-04-26,West,Office Supplies,Storage,5,17.17,0.1,1.01,36-45,PayPal,77.27,22.7,0,0
ORD00513,2024-05-31,South,Office Supplies,Art Supplies,3,112.62,0.24,6.24,56+,Debit Card,256.77,23.63,0,0
ORD00514,2022-02-27,West,Office Supplies,Binders,8,24.69,0.05,2.21,46-55,Cash,187.64,55.03,0,1
ORD00515,2024-09-27,East,Clothing,Pants,8,11.22,0.05,3.11,36-45,PayPal,85.27,17.71,0,0
ORD00516,2022-01-22,East,Clothing,Shoes,7,61.18,0.11,4.54,18-25,Gift Card,381.15,112.0,0,1
ORD00517,2024-07-17,South,Food & Beverage,Beverages,2,17.79,0.26,2.32,56+,Credit Card,26.33,1.86,0,0
ORD00518,2022-11-09,West,Furniture,Cabinets,5,302.74,0.23,4.55,36-45,Credit Card,1165.55,149.1,0,1
ORD00519,2022-06-30,West,Clothing,Pants,7,21.52,0.14,4.6,36-45,Debit Card,129.55,33.11,0,0
ORD00520,2023-03-09,East,Furniture,Cabinets,9,138.71,0.1,8.21,46-55,Credit Card,1123.55,334.75,0,1
ORD00521,2022-07-26,West,Food & Beverage,Canned Goods,7,42.17,0.3,13.34,56+,PayPal,206.63,29.52,0,0
ORD00522,2023-05-22,West,Food & Beverage,Snacks,9,25.14,0.14,12.57,36-45,Gift Card,194.58,27.31,0,0
ORD00523,2023-02-25,North,Electronics,Laptops,7,573.9,0.12,7.71,36-45,Debit Card,3535.22,975.1,0,1
ORD00524,2024-04-25,North,Food & Beverage,Canned Goods,6,28.82,0.17,7.34,36-45,PayPal,143.52,30.31,0,0
ORD00525,2023-07-26,North,Electronics,Phones,9,606.2,0.08,1.97,36-45,Debit Card,5019.34,1323.48,0,1
ORD00526,2024-06-02,South,Clothing,Shoes,3,35.6,0.25,4.29,46-55,PayPal,80.1,22.57,1,0
ORD00527,2023-08-14,South,Office Supplies,Paper,9,158.2,0.08,14.08,46-55,Credit Card,1309.9,358.25,0,1
ORD00528,2024-01-25,East,Clothing,Shirts,5,34.52,0.2,3.31,18-25,Debit Card,138.08,14.44,0,0
ORD00529,2022-09-16,East,Office Supplies,Art Supplies,6,151.58,0.19,9.0,46-55,Debit Card,736.68,46.69,0,0
ORD00530,2022-08-28,West,Office Supplies,Storage,4,94.37,0.11,1.41,18-25,PayPal,335.96,57.63,1,1
ORD00531,2022-02-11,West,Office Supplies,Paper,8,45.47,0.07,13.63,36-45,Credit Card,338.3,56.5,0,1
ORD00532,2024-02-26,North,Electronics,Accessories,7,415.45,0.13,8.95,18-25,Debit Card,2530.09,758.75,0,1
ORD00533,2023-02-16,South,Food & Beverage,Beverages,2,9.36,0.01,3.07,56+,Debit Card,18.53,2.5,0,0
ORD00534,2023-09-29,East,Food & Beverage,Canned Goods,9,23.95,0.23,1.85,46-55,Debit Card,165.97,34.29,0,0
ORD00535,2024-05-31,West,Furniture,Tables,9,508.33,0.05,0.37,46-55,PayPal,4346.22,705.22,0,1
ORD00536,2022-02-21,North,Food & Beverage,Beverages,1,38.9,0.27,2.84,46-55,Gift Card,28.4,7.97,0,0
ORD00537,2023-09-24,West,Clothing,Shirts,3,115.11,0.04,11.59,26-35,Debit Card,331.52,36.21,0,0
ORD00538,2023-08-09,East,Electronics,Phones,7,745.52,0.11,4.77,56+,Debit Card,4644.59,1102.42,0,1
ORD00539,2022-04-01,East,Office Supplies,Binders,1,50.71,0.1,0.45,46-55,Credit Card,45.64,13.25,0,0
ORD00540,2024-08-22,East,Clothing,Shoes,1,101.47,0.06,4.43,56+,PayPal,95.38,19.54,0,0
ORD00541,2023-06-08,West,Food & Beverage,Snacks,6,14.6,0.08,14.45,36-45,Cash,80.59,4.24,0,0
ORD00542,2024-01-01,West,Food & Beverage,Beverages,7,22.35,0.24,4.17,36-45,Gift Card,118.9,10.17,0,0
ORD00543,2024-05-28,North,Furniture,Sofas,2,595.27,0.16,14.77,18-25,Debit Card,1000.05,284.76,0,1
ORD00544,2022-07-25,East,Electronics,Laptops,9,229.99,0.21,4.09,36-45,Debit Card,1635.23,221.34,0,1
ORD00545,2024-08-02,West,Clothing,Pants,3,44.53,0.14,9.93,56+,PayPal,114.89,27.32,0,0
ORD00546,2023-08-21,West,Furniture,Cabinets,3,197.73,0.03,14.12,56+,Debit Card,575.39,141.58,0,1
ORD00547,2024-06-13,South,Clothing,Shoes,2,129.86,0.11,11.36,26-35,Debit Card,231.15,28.61,0,0
ORD00548,2022-04-21,East,Clothing,Shirts,6,36.69,0.06,5.13,36-45,Credit Card,206.93,32.59,0,0
ORD00549,2022-05-04,West,Furniture,Tables,1,96.65,0.2,14.25,46-55,Gift Card,77.32,6.52,0,0
ORD00550,2023-10-16,West,Clothing,Accessories,8,26.32,0.16,13.54,46-55,PayPal,176.87,24.05,0,0
ORD00551,2023-11-13,West,Furniture,Chairs,2,90.34,0.26,7.85,56+,Credit Card,133.7,30.07,0,0
ORD00552,2023-08-03,South,Office Supplies,Paper,4,7.11,0.25,12.01,36-45,Debit Card,21.33,1.62,0,0
ORD00553,2023-04-25,East,Furniture,Cabinets,8,82.54,0.18,3.39,56+,PayPal,541.46,148.32,0,1
ORD00554,2023-12-25,North,Food & Beverage,Snacks,3,33.28,0.16,1.55,36-45,Gift Card,83.87,7.81,0,0
ORD00555,2022-11-03,East,Food & Beverage,Snacks,6,21.75,0.24,0.48,46-55,Gift Card,99.18,24.35,0,0
ORD00556,2022-05-30,South,Clothing,Shirts,4,13.82,0.16,3.27,26-35,Cash,46.44,13.81,0,0
ORD00557,2022-05-23,North,Clothing,Shoes,6,135.68,0.22,1.15,36-45,Credit Card,634.98,173.97,0,1
ORD00558,2022-06-13,West,Electronics,Laptops,1,296.13,0.06,1.27,26-35,Gift Card,278.36,46.4,0,0
ORD00559,2024-05-19,East,Food & Beverage,Canned Goods,8,40.61,0.25,5.77,26-35,Gift Card,243.66,40.15,0,0
ORD00560,2024-08-22,South,Furniture,Tables,6,417.14,0.02,6.31,18-25,Gift Card,2452.78,491.59,1,1
ORD00561,2022-11-19,East,Food & Beverage,Prepared Meals,6,8.9,0.2,14.57,56+,Gift Card,42.72,8.14,0,0
ORD00562,2022-03-12,South,Office Supplies,Art Supplies,7,104.9,0.23,0.66,36-45,Gift Card,565.41,126.28,0,1
ORD00563,2022-08-28,East,Food & Beverage,Snacks,3,20.76,0.25,12.22,26-35,PayPal,46.71,9.48,0,0
ORD00564,2022-09-22,North,Office Supplies,Binders,1,91.6,0.23,7.97,26-35,Debit Card,70.53,13.01,0,0
ORD00565,2022-08-13,South,Office Supplies,Binders,4,113.48,0.01,13.61,46-55,PayPal,449.38,40.03,0,0
ORD00566,2023-06-20,South,Food & Beverage,Prepared Meals,2,28.29,0.07,7.54,46-55,PayPal,52.62,12.25,1,0
ORD00567,2022-08-16,West,Electronics,Phones,8,87.66,0.14,5.69,46-55,Gift Card,603.1,77.89,0,1
ORD00568,2022-04-05,East,Office Supplies,Storage,6,108.6,0.2,6.43,46-55,Cash,521.28,121.39,0,1
ORD00569,2022-06-01,North,Electronics,Tablets,5,56.04,0.28,3.56,36-45,Credit Card,201.74,15.51,0,0
ORD00570,2023-06-02,West,Furniture,Cabinets,2,172.22,0.16,4.12,26-35,PayPal,289.33,79.68,0,1
ORD00571,2024-07-03,East,Office Supplies,Art Supplies,3,166.56,0.21,10.45,36-45,Gift Card,394.75,51.75,0,0
ORD00572,2022-08-07,South,Food & Beverage,Canned Goods,6,41.2,0.13,1.99,36-45,Credit Card,215.06,31.31,0,0
ORD00573,2023-04-15,North,Electronics,Tablets,3,798.22,0.06,6.89,18-25,Credit Card,2250.98,355.08,0,1
ORD00574,2022-07-24,South,Clothing,Accessories,3,134.2,0.13,7.45,18-25,PayPal,350.26,97.81,0,1
ORD00575,2022-05-15,South,Furniture,Sofas,8,268.34,0.23,13.47,26-35,Cash,1652.97,117.41,0,1
ORD00576,2022-04-14,North,Office Supplies,Art Supplies,9,15.22,0.05,5.03,18-25,Cash,130.13,9.01,0,0
ORD00577,2024-05-08,South,Electronics,Tablets,6,781.02,0.04,3.47,36-45,Debit Card,4498.68,1201.61,1,1
ORD00578,2023-03-10,West,Electronics,Phones,6,210.27,0.13,0.15,18-25,Debit Card,1097.61,290.31,0,1
ORD00579,2024-09-05,West,Electronics,Laptops,9,640.53,0.09,0.6,56+,Debit Card,5245.94,1033.91,0,1
ORD00580,2024-10-03,West,Electronics,Phones,2,96.41,0.16,8.49,36-45,Credit Card,161.97,38.53,0,0
ORD00581,2023-06-15,West,Furniture,Cabinets,8,83.12,0.12,2.45,18-25,Debit Card,585.16,61.7,0,1
ORD00582,2022-09-26,West,Electronics,Phones,8,747.8,0.03,6.75,18-25,Cash,5802.93,779.7,0,1
ORD00583,2022-03-28,East,Office Supplies,Binders,7,15.0,0.15,6.63,46-55,Debit Card,89.25,11.92,0,0
ORD00584,2023-07-02,South,Electronics,Phones,3,212.19,0.06,4.45,56+,Debit Card,598.38,166.17,0,1
ORD00585,2024-01-29,West,Office Supplies,Binders,4,84.5,0.04,2.57,26-35,PayPal,324.48,83.34,0,1
ORD00586,2022-12-16,West,Furniture,Chairs,2,140.26,0.19,3.9,18-25,Debit Card,227.22,61.7,0,1
ORD00587,2022-11-04,North,Food & Beverage,Canned Goods,7,6.45,0.19,13.13,36-45,PayPal,36.57,9.06,0,0
ORD00588,2023-07-19,East,Furniture,Tables,2,256.29,0.05,11.07,36-45,Credit Card,486.95,68.23,0,1
ORD00589,2022-10-07,South,Food & Beverage,Prepared Meals,2,2.47,0.13,7.57,18-25,Cash,4.3,0.34,0,0
ORD00590,2022-12-30,South,Food & Beverage,Beverages,3,29.31,0.26,4.34,46-55,Cash,65.07,10.86,0,0
ORD00591,2023-03-02,North,Furniture,Cabinets,2,382.7,0.2,7.51,46-55,Credit Card,612.32,129.33,0,1
ORD00592,2023-03-21,South,Clothing,Shirts,8,125.26,0.17,11.69,56+,Credit Card,831.73,44.95,0,0
ORD00593,2022-02-11,East,Office Supplies,Binders,1,100.99,0.06,9.78,46-55,Gift Card,94.93,23.28,0,0
ORD00594,2023-09-15,West,Office Supplies,Binders,4,25.05,0.04,14.69,46-55,Credit Card,96.19,21.01,0,0
ORD00595,2022-12-02,North,Food & Beverage,Snacks,1,47.25,0.23,0.08,18-25,Cash,36.38,1.83,0,0
ORD00596,2022-05-29,South,Electronics,Phones,8,292.86,0.2,9.78,46-55,Gift Card,1874.3,211.37,0,1
ORD00597,2022-08-08,East,Food & Beverage,Canned Goods,9,42.62,0.01,11.01,46-55,PayPal,379.74,51.39,0,0
ORD00598,2024-08-18,North,Food & Beverage,Beverages,8,7.19,0.01,9.34,36-45,Credit Card,56.94,14.33,0,0
ORD00599,2023-05-15,East,Electronics,Laptops,2,369.8,0.16,2.62,26-35,Gift Card,621.26,77.03,0,1
ORD00600,2024-09-25,East,Clothing,Shirts,5,90.76,0.17,7.5,36-45,PayPal,376.65,25.37,0,0
ORD00601,2023-09-14,South,Electronics,Laptops,2,737.95,0.12,2.15,18-25,PayPal,1298.79,297.01,0,1
ORD00602,2023-06-28,North,Clothing,Shirts,4,94.77,0.09,12.56,36-45,Debit Card,344.96,70.24,0,1
ORD00603,2022-09-20,North,Electronics,Laptops,5,546.38,0.19,8.9,18-25,Debit Card,2212.84,119.63,0,1
ORD00604,2022-12-01,West,Office Supplies,Art Supplies,7,113.53,0.1,2.02,26-35,Cash,715.24,52.64,0,0
ORD00605,2024-08-07,South,Office Supplies,Paper,2,67.06,0.27,9.67,18-25,Cash,97.91,11.95,0,0
ORD00606,2024-07-10,West,Office Supplies,Paper,5,143.87,0.11,3.82,36-45,Gift Card,640.22,34.08,0,0
ORD00607,2024-05-30,North,Clothing,Accessories,4,89.2,0.15,1.28,56+,Cash,303.28,56.78,0,1
ORD00608,2023-09-20,North,Clothing,Pants,9,64.59,0.14,2.07,36-45,Debit Card,499.93,35.12,0,0
ORD00609,2024-10-07,East,Electronics,Phones,6,705.21,0.3,8.74,26-35,Gift Card,2961.88,749.71,0,1
ORD00610,2022-11-13,North,Electronics,Phones,1,416.78,0.26,8.88,26-35,Credit Card,308.42,68.98,0,1
ORD00611,2024-02-03,West,Office Supplies,Storage,5,117.81,0.21,10.51,26-35,Debit Card,465.35,110.92,0,1
ORD00612,2023-06-01,North,Food & Beverage,Canned Goods,6,5.53,0.23,10.11,26-35,Cash,25.55,6.18,0,0
ORD00613,2023-05-24,South,Clothing,Shoes,6,42.56,0.07,8.27,36-45,Credit Card,237.48,42.96,0,0
ORD00614,2022-11-05,East,Electronics,Phones,9,114.52,0.02,1.58,26-35,Debit Card,1010.07,198.37,0,1
ORD00615,2022-08-30,North,Clothing,Shirts,6,83.25,0.08,5.99,46-55,Cash,459.54,91.75,0,1
ORD00616,2022-06-09,East,Office Supplies,Paper,3,162.94,0.17,10.95,56+,PayPal,405.72,57.29,0,1
ORD00617,2023-04-28,North,Office Supplies,Binders,9,141.58,0.23,5.06,36-45,Gift Card,981.15,280.01,0,1
ORD00618,2024-01-28,East,Food & Beverage,Beverages,9,48.78,0.25,4.55,46-55,Cash,329.26,96.03,0,1
ORD00619,2024-08-20,West,Furniture,Tables,7,288.88,0.12,14.02,26-35,Credit Card,1779.5,200.58,0,1
ORD00620,2023-08-28,West,Electronics,Laptops,9,333.38,0.02,5.09,56+,Cash,2940.41,518.93,0,1
ORD00621,2023-11-12,North,Office Supplies,Paper,1,25.74,0.03,14.12,46-55,Cash,24.97,6.7,0,0
ORD00622,2024-10-16,North,Furniture,Tables,6,250.75,0.2,6.63,46-55,PayPal,1203.6,255.23,0,1
ORD00623,2024-04-21,North,Furniture,Sofas,7,399.8,0.29,2.27,18-25,Credit Card,1987.01,336.51,0,1
ORD00624,2023-08-25,South,Food & Beverage,Canned Goods,6,43.54,0.09,2.44,36-45,PayPal,237.73,52.04,0,0
ORD00625,2023-10-04,North,Food & Beverage,Snacks,6,3.87,0.17,8.93,56+,Debit Card,19.27,5.16,0,0
ORD00626,2022-12-24,West,Electronics,Phones,3,271.6,0.16,10.18,46-55,Debit Card,684.43,135.65,0,1
ORD00627,2022-06-27,South,Office Supplies,Art Supplies,3,34.53,0.13,8.94,36-45,PayPal,90.12,6.32,1,0
ORD00628,2024-02-20,East,Office Supplies,Storage,7,102.99,0.06,4.73,36-45,Debit Card,677.67,167.96,1,1
ORD00629,2023-01-08,North,Furniture,Tables,5,141.26,0.2,4.85,56+,Credit Card,565.04,167.78,0,1
ORD00630,2023-02-12,South,Electronics,Laptops,8,651.26,0.14,6.34,46-55,PayPal,4480.67,1339.31,0,1
ORD00631,2024-07-14,East,Clothing,Shirts,5,120.03,0.19,5.13,56+,Cash,486.12,130.51,0,1
ORD00632,2022-08-23,South,Clothing,Shoes,5,71.58,0.19,5.71,46-55,Cash,289.9,18.45,0,0
ORD00633,2024-07-22,North,Electronics,Laptops,6,212.25,0.13,0.73,36-45,Gift Card,1107.94,282.66,0,1
ORD00634,2023-08-31,North,Furniture,Sofas,1,317.02,0.02,3.27,26-35,Credit Card,310.68,88.18,0,1
ORD00635,2023-04-06,South,Office Supplies,Storage,5,85.76,0.29,8.12,56+,Credit Card,304.45,61.28,0,1
ORD00636,2023-10-09,East,Office Supplies,Binders,9,9.1,0.25,12.37,18-25,PayPal,61.42,15.17,0,0
ORD00637,2024-05-15,West,Food & Beverage,Beverages,7,19.32,0.19,0.19,18-25,PayPal,109.54,9.39,0,0
ORD00638,2022-09-10,North,Furniture,Chairs,3,59.16,0.12,7.68,18-25,Credit Card,156.18,26.68,0,0
ORD00639,2024-05-17,South,Furniture,Tables,4,300.43,0.0,0.39,46-55,Cash,1201.72,226.31,0,1
ORD00640,2024-10-25,North,Food & Beverage,Prepared Meals,9,28.34,0.29,0.73,18-25,Credit Card,181.09,13.49,0,0
ORD00641,2022-07-11,North,Furniture,Cabinets,8,329.19,0.14,4.96,26-35,Credit Card,2264.83,446.86,0,1
ORD00642,2023-04-12,East,Electronics,Phones,2,177.42,0.04,1.85,46-55,Credit Card,340.65,61.19,0,1
ORD00643,2023-01-06,South,Food & Beverage,Canned Goods,6,34.53,0.28,2.14,46-55,PayPal,149.17,21.71,0,0
ORD00644,2022-03-21,North,Clothing,Accessories,9,17.76,0.1,11.49,26-35,Cash,143.86,22.07,0,0
ORD00645,2023-08-23,South,Furniture,Sofas,4,130.94,0.03,14.35,36-45,PayPal,508.05,101.53,0,1
ORD00646,2022-11-23,South,Electronics,Laptops,5,122.72,0.05,11.96,36-45,PayPal,582.92,127.88,0,1
ORD00647,2023-05-07,West,Food & Beverage,Canned Goods,2,31.76,0.19,12.66,18-25,Credit Card,51.45,6.75,0,0
ORD00648,2024-09-21,East,Clothing,Pants,8,65.91,0.12,14.67,46-55,Debit Card,464.01,44.18,0,0
ORD00649,2022-12-12,South,Food & Beverage,Snacks,7,14.36,0.22,5.58,46-55,Cash,78.41,14.15,0,0
ORD00650,2022-07-07,West,Food & Beverage,Canned Goods,5,34.91,0.04,6.24,36-45,Gift Card,167.57,31.36,0,0
ORD00651,2023-06-22,East,Clothing,Shoes,6,18.28,0.19,11.53,26-35,Credit Card,88.84,26.52,0,0
ORD00652,2024-01-25,East,Food & Beverage,Beverages,6,44.1,0.27,14.87,18-25,Cash,193.16,19.72,0,0
ORD00653,2023-11-23,North,Clothing,Shoes,7,92.46,0.28,5.25,56+,Debit Card,466.0,51.7,0,0
ORD00654,2022-07-25,South,Electronics,Laptops,2,101.87,0.25,3.82,26-35,Cash,152.81,25.71,0,0
ORD00655,2023-12-25,North,Furniture,Cabinets,9,454.5,0.12,2.94,36-45,Debit Card,3599.64,641.79,0,1
ORD00656,2023-04-01,South,Furniture,Sofas,4,178.96,0.13,8.99,36-45,Gift Card,622.78,111.12,0,1
ORD00657,2022-01-07,North,Office Supplies,Binders,6,182.06,0.07,1.37,56+,Debit Card,1015.89,131.73,0,1
ORD00658,2022-05-13,West,Food & Beverage,Prepared Meals,5,24.11,0.03,9.39,26-35,PayPal,116.93,21.94,0,0
ORD00659,2023-06-24,North,Electronics,Phones,1,197.22,0.01,12.92,26-35,Gift Card,195.25,37.93,0,0
ORD00660,2023-09-10,South,Electronics,Tablets,3,656.3,0.18,4.44,18-25,Cash,1614.5,183.95,0,1
ORD00661,2022-06-20,South,Furniture,Sofas,8,170.71,0.09,8.33,26-35,Cash,1242.77,244.82,0,1
ORD00662,2023-09-29,North,Electronics,Laptops,7,592.3,0.23,10.72,56+,Debit Card,3192.5,621.72,0,1
ORD00663,2023-01-08,North,Food & Beverage,Prepared Meals,4,32.82,0.2,11.98,18-25,Cash,105.02,29.74,0,0
ORD00664,2022-06-09,West,Food & Beverage,Snacks,4,35.64,0.2,12.12,36-45,Cash,114.05,30.96,0,0
ORD00665,2022-01-20,East,Furniture,Tables,9,531.46,0.01,3.47,46-55,PayPal,4735.31,1299.12,0,1
ORD00666,2022-08-17,East,Furniture,Sofas,4,315.03,0.2,3.59,26-35,Gift Card,1008.1,241.45,0,1
ORD00667,2022-11-20,South,Clothing,Shoes,8,140.44,0.19,12.06,36-45,Debit Card,910.05,64.55,0,1
ORD00668,2023-01-22,South,Electronics,Tablets,5,624.39,0.21,14.48,56+,Credit Card,2466.34,365.98,0,1
ORD00669,2023-11-26,South,Food & Beverage,Prepared Meals,7,31.97,0.22,5.5,56+,Debit Card,174.56,15.15,0,0
ORD00670,2022-11-20,North,Clothing,Pants,5,42.51,0.12,4.04,36-45,Credit Card,187.04,18.64,0,0
ORD00671,2024-07-29,South,Office Supplies,Art Supplies,4,160.04,0.1,11.48,26-35,Credit Card,576.14,49.43,0,0
ORD00672,2023-10-26,East,Clothing,Shirts,3,120.32,0.27,4.01,36-45,Debit Card,263.5,66.69,0,1
ORD00673,2023-09-13,South,Electronics,Accessories,3,706.62,0.09,12.88,36-45,Credit Card,1929.07,509.87,0,1
ORD00674,2022-06-01,North,Electronics,Tablets,8,123.13,0.26,4.92,46-55,PayPal,728.93,46.25,0,0
ORD00675,2022-08-28,South,Clothing,Accessories,3,52.85,0.02,2.66,46-55,Cash,155.38,7.97,0,0
ORD00676,2022-03-29,West,Electronics,Tablets,6,546.74,0.23,12.18,56+,Debit Card,2525.94,723.52,0,1
